months,revenue,rent,salaries,marketing,subscriptions,utilities,other,total_expenses,net_profit,archetype
2017-02-01,1684251486295317.8,8364.07,1024238.57,1797311.17,28870.73,0.74,23434.86,2882220.14,1684251483413097.5,source
2017-03-01,1434749988437255.5,5547.04,954891.69,792489.89,28479.27,1.05,29329.63,1810738.57,1434749986626517.0,source
2017-04-01,1351987652267831.8,7587.74,917222.19,876808.13,25802.95,1.43,22797.98,1850220.42,1351987650417611.2,source
2017-05-01,1303957702358979.2,6798.12,973255.31,900838.21,40689.59,1.62,23215.7,1944798.55,1303957700414180.8,source
2017-06-01,1320335878877990.8,5956.71,571917.58,726534.25,41035.58,1.6,28169.88,1373615.6,1320335877504375.2,source
2017-07-01,825744816976167.6,4381.23,795823.01,958646.21,49791.55,1.93,28869.53,1837513.46,825744815138654.1,source
2017-08-01,775497832786699.5,2782.73,793175.73,717659.85,53681.3,2.03,29771.74,1597073.38,775497831189626.1,source
2017-09-01,791912407256525.5,2525.87,845115.37,921792.87,40964.01,1.75,28483.84,1838883.71,791912405417641.8,source
2017-10-01,886999626128324.4,3140.01,1101179.12,1218945.7,45748.53,1.82,37745.67,2406760.85,886999623721563.5,source
2017-11-01,967987245757478.8,2819.19,1581552.06,1166353.24,48969.4,2.35,39008.55,2838704.79,967987242918774.0,source
2017-12-01,911285467894215.6,2503.85,1427531.31,1495967.65,64108.98,2.26,45677.91,3035791.96,911285464858423.6,source
2018-01-01,761392093041518.1,2124.31,1983855.66,1447795.28,62213.08,2.85,44057.27,3540048.45,761392089501469.6,source
2018-02-01,750500265846208.5,1480.32,2908669.54,1272440.87,82397.96,4.45,36131.55,4301124.69,750500261545083.8,source
2018-03-01,674711096245495.1,1378.15,3195472.5,887133.69,55840.49,5.53,35721.16,4175551.52,674711092069943.6,source
2018-04-01,723098042453387.9,1218.63,3868764.33,713078.35,65544.82,5.04,41473.14,4690084.31,723098037763303.6,source
2018-05-01,648522314381258.6,1843.7,4446406.07,1377067.4,99487.88,5.52,53816.41,5978626.98,648522308402631.6,source
2018-06-01,681289970895792.5,1475.68,5267534.98,1377838.54,95313.06,9.97,62969.61,6805141.84,681289964090650.6,source
2018-07-01,594318164864660.8,1575.61,6023846.77,1154997.72,91320.81,12.69,49357.84,7321111.44,594318157543549.2,source
2018-08-01,638775188224335.1,1176.27,6948223.79,2128743.78,104633.6,12.01,55130.4,9237919.85,638775178986415.2,source
2018-09-01,688357974612845.2,1074.93,7231739.02,2157127.36,103295.76,10.56,89396.83,9582644.46,688357965030200.8,source
2018-10-01,655001713106400.9,1695.87,7924399.96,1695653.44,120997.07,7.13,81597.84,9824351.31,655001703282049.6,source
2018-11-01,716114011903437.5,2033.74,9191313.03,968961.18,104725.2,4.82,57208.3,10324246.27,716114001579191.2,source
2018-12-01,972956529431096.0,1970.09,9421375.74,1439415.33,130462.48,6.17,72458.7,11065688.51,972956518365407.5,source
2019-01-01,1000290886431099.4,1506.84,7104066.56,1301189.79,129432.29,4.14,94274.48,8630474.1,1000290877800625.2,source
2019-02-01,1066189606845386.0,1455.91,5346980.67,1407154.2,94463.81,4.14,84228.9,6934287.63,1066189599911098.4,source
2019-03-01,1608462271495282.5,1661.62,6712138.56,1949784.7,119830.85,2.88,110927.48,8894346.09,1608462262600936.5,source
2019-04-01,2055224282246540.8,1244.8,8178537.79,2831563.37,173358.26,3.14,135293.89,11320001.25,2055224270926539.5,source
2019-05-01,1740138012630158.5,1138.93,6520685.57,2397798.8,119113.61,2.57,129732.62,9168472.1,1740138003461686.5,source
2019-06-01,1915326261708703.2,1042.75,6111058.21,4430471.64,103532.92,3.28,125226.62,10771335.42,1915326250937367.8,source
2019-07-01,1605335410716880.0,1088.1,6384335.09,3828641.44,132430.75,3.36,131793.23,10478291.97,1605335400238588.0,source
2019-08-01,1849150146834379.2,1410.97,7802201.86,4804203.47,114976.23,2.69,159861.78,12882657.0,1849150133951722.2,source
2019-09-01,1916766597894886.8,1702.68,8636194.48,6746199.77,150468.33,2.38,150443.24,15685010.88,1916766582209875.8,source
2019-10-01,1457084978728056.0,1490.58,13077411.08,6820047.94,206051.31,2.75,154420.52,20259424.18,1457084958468631.8,source
2019-11-01,1338028955792585.0,1747.93,11288964.2,8368817.6,280039.68,1.98,127582.9,20067154.29,1338028935725430.8,source
2019-12-01,1347591378527895.0,2100.82,14026346.28,7200137.01,444093.92,3.45,174542.03,21847223.51,1347591356680671.5,source
2020-01-01,1526969628887723.2,2488.49,20716051.41,8242379.39,491359.13,3.44,175222.03,29627503.89,1526969599260219.2,source
2020-02-01,1620468743105419.0,2863.09,18470901.03,7747119.43,412462.98,3.64,179843.03,26813193.2,1620468716292225.8,source
2020-03-01,1423957677600345.2,2898.07,14578568.83,13187668.98,413391.42,4.84,188165.35,28370697.49,1423957649229647.8,source
2020-04-01,1235144990360309.2,2755.19,13551448.73,9922174.73,419658.46,4.32,184207.23,24080248.66,1235144966280060.5,source
2020-05-01,1099478953206365.6,2232.15,13260157.35,9597678.65,360634.21,5.7,174253.48,23394961.54,1099478929811404.1,source
2020-06-01,1065134312566240.8,3139.28,15647845.66,13908376.33,412052.3,6.66,173557.61,30144977.84,1065134282421262.9,source
2020-07-01,1358941343176108.5,2707.64,17119705.08,19427994.36,325322.3,9.28,197211.07,37072949.73,1358941306103158.8,source
2020-08-01,1707488441421040.8,2314.77,22338768.21,25027031.27,478285.94,11.0,361723.78,48208134.97,1707488393212905.8,source
2020-09-01,1681754084751005.0,2763.32,26189426.43,32755088.79,515345.84,9.89,311536.19,59774170.46,1681754024976834.5,source
2020-10-01,2060193665942131.5,2035.09,30274133.72,25357211.15,505860.05,11.59,356166.91,56495418.51,2060193609446713.0,source
2020-11-01,2650603666985022.5,2484.69,25513341.28,22736968.82,786786.39,8.75,349132.55,49388722.48,2650603617596300.0,source
2020-12-01,3427964842138050.5,2345.16,24058864.77,25940688.56,849399.21,10.38,232803.4,51084111.48,3427964791053939.0,source
2021-01-01,4153338771740349.0,3397.81,18863273.99,34718949.75,816898.81,7.24,197470.5,54599998.1,4153338717140351.0,source
2021-02-01,4285248997982125.5,3310.77,24968352.36,33587054.73,1149874.54,7.2,204011.39,59912610.99,4285248938069514.5,source
2021-03-01,5495408744905773.0,2360.27,19481208.23,30419536.33,1488942.84,6.41,207179.21,51599233.29,5495408693306540.0,source
2021-04-01,5826362952326522.0,3271.8,15589561.66,16748023.04,966676.66,6.56,183038.01,33490577.73,5826362918835944.0,source
2021-05-01,4256285997721069.5,3213.03,20864163.05,17703421.02,1331308.32,10.0,136329.76,40038445.18,4256285957682624.5,source
2021-06-01,4409795634708953.0,3202.61,20366660.68,13666212.39,1183034.97,10.25,177510.46,35396631.36,4409795599312321.5,source
2021-07-01,4452665336587785.0,3136.12,21047986.03,18948495.82,1427700.86,9.47,141038.85,41568367.15,4452665295019418.0,source
2021-08-01,4017058508240291.0,3774.18,20515249.12,17274264.84,2012653.59,11.12,128274.4,39934227.25,4017058468306064.0,source
2021-09-01,4011895187603560.0,4084.43,18123165.81,18706024.52,2148652.23,9.9,131818.14,39113755.03,4011895148489805.0,source
2021-10-01,3461368430214246.0,4338.78,15679045.92,18794725.67,2185719.38,9.08,144803.87,36808642.7,3461368393405603.5,source
2021-11-01,3220187881292834.5,3726.77,13137049.52,23567826.93,1751068.59,9.47,121821.52,38581502.8,3220187842711331.5,source
2021-12-01,2928221818223329.0,2833.14,10642860.66,33001300.15,1436286.74,10.65,87412.67,45170704.01,2928221773052625.0,source
2022-01-01,3180625571131547.0,3116.64,13144400.12,32985562.11,1702127.93,9.04,101874.31,47937090.15,3180625523194457.0,source
2022-02-01,3221807497721481.0,2084.93,16147716.11,21815581.24,1176173.19,12.94,119726.41,39261294.82,3221807458460186.0,source
2022-03-01,3062970558556840.5,2540.77,20868756.41,23655663.33,1359294.78,10.76,106730.61,45992996.66,3062970512563844.0,source
2022-04-01,3088880825554294.5,2485.22,16518223.09,19583302.66,1118653.39,10.36,80555.55,37303230.27,3088880788251064.0,source
2022-05-01,2919300167430466.5,3227.71,14954223.86,17427525.04,1588243.66,11.44,66646.43,34039878.14,2919300133390588.5,source
2022-06-01,3104308490555318.5,2772.47,22561149.47,17289251.84,1805195.67,16.44,89815.67,41748201.56,3104308448807117.0,source
2022-07-01,4210552752663937.5,2936.95,26794185.17,17509546.72,1373174.92,18.57,97938.08,45777800.41,4210552706886137.0,source
2022-08-01,3765419856968737.5,3715.88,31244320.35,19301833.62,1472675.34,16.84,109411.62,52131973.65,3765419804836764.0,source
2022-09-01,4603651880124142.0,4231.73,37310494.14,27072344.57,1152594.49,15.87,119548.44,65659229.24,4603651814464913.0,source
2022-10-01,5501262690055965.0,5757.98,30757324.74,33610051.66,1196030.47,9.97,148485.5,65717660.32,5501262624338305.0,source
2022-11-01,5798190925758518.0,5679.68,45329618.92,29238299.84,1555068.1,15.41,164441.16,76293123.11,5798190849465395.0,source
2022-12-01,6820843717043898.0,4923.89,40219753.19,25026617.98,1447905.95,11.91,147658.6,66846871.52,6820843650197026.0,source
2023-01-01,7200205069499380.0,5126.18,53510761.94,25431489.2,1670808.78,14.48,208809.93,80827010.51,7200204988672369.0,source
2023-02-01,6075572041198490.0,4095.57,45149175.6,28036506.44,2448542.5,17.05,233501.89,75871839.05,6075571965326651.0,source
2023-03-01,5494095900016361.0,3129.4,40172975.47,17572517.15,2525823.2,15.49,270892.22,60545352.93,5494095839471008.0,source
2023-04-01,4983480088151713.0,3256.18,44406446.1,10754808.68,2285160.87,18.38,165169.87,57614860.08,4983480030536853.0,source
2023-05-01,5316968514352374.0,2922.86,49588831.94,18097956.05,3576536.55,16.15,165651.64,71431915.19,5316968442920459.0,source
2023-06-01,5092393029224328.0,1824.53,48770322.43,12847021.34,5311018.0,18.12,179751.53,67109955.95,5092392962114372.0,source
2023-07-01,4722506068443168.0,1234.89,43209708.69,15847824.5,5363715.71,15.85,172991.79,64595491.43,4722506003847677.0,source
2023-08-01,3745578074380127.0,1327.71,41078896.44,12045518.07,4288967.63,22.45,140015.69,57554747.99,3745578016825379.0,source
2023-09-01,3452236753046583.5,923.38,57739732.73,9491684.2,3004678.6,34.17,95399.88,70332452.96,3452236682714130.5,source
2023-10-01,3206836584438801.0,1311.0,66207029.64,8851255.25,3078258.89,36.74,115250.52,78253142.04,3206836506185659.0,source
2023-11-01,3119144616281169.0,1422.4,52181314.86,6917789.81,2134136.08,45.67,135061.95,61369770.77,3119144554911398.0,source
2023-12-01,3283799337910106.0,1276.8,38466075.72,4647678.35,1591280.74,33.97,111093.59,44817439.17,3283799293092667.0,source
2024-01-01,4573597860516615.0,1183.39,32524821.98,3213893.08,1686783.7,43.19,101447.62,37528172.96,4573597822988442.0,source
2024-02-01,3423237104789898.0,1372.36,29952374.93,2981490.58,2279839.78,52.19,85888.4,35301018.24,3423237069488880.0,source
2024-03-01,2731890979733356.5,1113.83,46720521.49,2422422.1,2535474.54,42.73,85155.73,51764730.42,2731890927968626.0,source
2024-04-01,2189227797987541.2,959.42,65738227.45,1840771.71,2270342.2,41.11,121250.29,69971592.18,2189227728015949.0,source
2024-05-01,2023612182420490.5,1201.53,55760012.37,2239139.07,1568168.09,34.81,131940.3,59700496.17,2023612122719994.2,source
2024-06-01,1384568286761969.2,1392.5,56656212.83,2843474.6,1915076.73,30.42,110577.18,61526764.26,1384568225235205.0,source
2024-07-01,1559293943908767.0,886.93,47300686.53,2869836.68,985828.39,27.15,119609.17,51276874.85,1559293892631892.2,source
2024-08-01,1760459070764439.0,772.89,45782168.49,3228070.42,827113.35,20.9,131100.89,49969246.94,1760459020795192.0,source
2024-09-01,2355055861765362.5,649.88,38019027.07,2690781.65,1207625.95,20.9,119115.78,42037221.23,2355055819728141.5,source
2024-10-01,2166910741562252.8,637.9,48663305.22,1326386.09,1234549.34,25.57,108217.57,51333121.69,2166910690229131.0,source
2024-11-01,2346599157734886.5,419.51,51119552.08,667371.8,753825.37,24.47,114314.04,52655507.27,2346599105079379.0,source
2024-12-01,1696130471326492.5,347.86,46333723.2,727396.65,1114132.82,24.04,95849.67,48271474.24,1696130423055018.2,source
2025-01-01,1852087898993270.5,341.73,49191313.15,621570.42,1690282.08,25.38,83500.77,51587033.53,1852087847406237.0,source
2025-02-01,2304096919092396.0,387.69,55537853.14,1015653.14,2000186.36,22.12,82038.62,58636141.07,2304096860456255.0,source
2025-03-01,2649756795713435.5,410.71,43460337.77,1132300.64,2015381.68,19.23,79619.81,46688069.84,2649756749025365.5,source
2025-04-01,3235600337509079.5,478.52,49240354.04,1655683.64,1547416.52,28.17,95543.34,52539504.23,3235600284969575.5,source
2025-05-01,3820176099130727.0,316.83,44643628.77,1703292.91,1735556.54,27.15,106092.41,48188914.61,3820176050941812.5,source
2025-06-01,3525426475872336.5,320.72,35583790.06,1137096.25,1658702.3,36.61,99284.58,38479230.52,3525426437393106.0,source
2025-07-01,3942160725377009.0,381.29,48818078.03,1422737.26,1264883.55,31.85,106314.81,51612426.79,3942160673764582.0,source
2025-08-01,5111017970770525.0,308.26,57115920.98,1454288.33,604168.14,31.59,123513.26,59298230.56,5111017911472294.0,source
2025-09-01,5888026191515709.0,289.3,65141500.17,1160546.93,609309.91,33.03,100186.25,67011865.59,5888026124503843.0,source
2025-10-01,6239676509485348.0,326.68,58472498.45,970741.32,345111.94,44.35,78248.56,59866971.3,6239676449618377.0,source
2025-11-01,6298717249823464.0,274.39,61075198.4,1012253.07,294976.39,42.19,72805.81,62455550.25,6298717187367914.0,source
2025-12-01,6712088430858380.0,291.79,55650079.13,742122.48,442078.91,45.17,45152.02,56879769.5,6712088373978610.0,source
2026-01-01,7498670559484083.0,483.24,45545813.22,809536.75,605391.01,51.18,37094.41,46998369.81,7498670512485713.0,source
2026-02-01,8259268129293235.0,619.02,49672328.81,1047145.53,644948.48,42.6,30906.67,51395991.11,8259268077897244.0,source
2026-03-01,6094502804373068.0,497.53,60503863.49,404040.32,538956.65,49.66,26674.54,61474082.19,6094502742898986.0,source
2026-04-01,5861157757196774.0,560.08,54905764.13,319474.54,559926.52,43.27,32003.57,55817772.11,5861157701379002.0,source
2026-05-01,4863905812036058.0,554.08,54713049.28,146052.38,502793.32,47.97,36551.53,55399048.56,4863905756637009.0,source
2026-06-01,4229282127285759.0,867.39,71182698.28,183541.22,425543.18,53.48,34016.85,71826720.4,4229282055459038.5,source
2026-07-01,3207635461754071.0,894.57,64520479.99,91569.35,442212.06,68.76,39254.54,65094479.27,3207635396659591.5,source
2026-08-01,2805923511673040.0,779.78,61446319.88,122478.23,369615.8,60.26,41450.49,61980704.44,2805923449692335.5,source
2026-09-01,2851374989895458.0,600.22,56451772.53,173574.33,359469.55,57.25,32139.64,57017613.52,2851374932877844.5,source
2026-10-01,3245140931118700.0,575.74,57766220.59,164790.08,566802.17,52.6,33119.77,58531560.95,3245140872587139.0,source
2026-11-01,3860038710916751.0,593.58,61948814.98,114001.63,757798.28,58.89,40531.14,62861798.5,3860038648054952.5,source
2026-12-01,4067337294816676.0,626.56,65312609.36,97587.57,788674.75,46.74,33193.12,66232738.1,4067337228583938.0,source
2027-01-01,1547519763018842.8,25602.87,47088310.5,14084097.67,1590028.74,498.02,170198.04,62958735.84,1547519700060107.0,Profit Making
2027-02-01,1532600178975806.2,25450.85,46621555.59,13888008.37,1561844.14,487.52,166143.74,62263490.2,1532600116712316.0,Profit Making
2027-03-01,1504592195418099.8,25250.82,46221397.21,13774072.2,1551322.56,485.44,165990.04,61738518.27,1504592133679581.5,Profit Making
2027-04-01,1518168686334093.2,25402.95,46706406.6,13980987.79,1581295.2,496.66,170329.93,62464919.13,1518168623869174.0,Profit Making
2027-05-01,1532314934055685.5,25580.28,47056802.8,14078846.05,1590010.19,498.22,170336.82,62922074.36,1532314871133611.2,Profit Making
2027-06-01,1506327861059560.8,25450.63,46656703.54,13912164.27,1566356.6,489.53,167040.48,62328205.07,1506327798731355.8,Profit Making
